-0.048732795	-0.014896288	0.12055604	0.06975959	-0.02570005	-0.4232112	-0.09930932	0.03647499	0.004775202	-0.251312	0.33102506	0.37056297	0.12693246	0.072884455	-0.037628222	0.025014548
-0.07124452	0.0964582	0.07194026	0.056043457	-0.047024626	-0.48684004	-0.11444682	0.08253639	-0.043704018	-0.16244563	0.38117126	0.2545109	0.19895475	-0.007555379	0.035846785	0.080837496
-0.33509326	0.33763602	-0.28384528	0.3481301	-0.3971936	-0.7708492	-0.3999685	0.40267313	-0.49408975	-0.07996466	0.71490055	0.28055215	0.43975955	-0.2987824	0.33599842	0.4764436
-0.11359674	0.17637996	-0.08679772	0.13927759	-0.1895887	-0.5501059	-0.23858362	0.21067666	-0.15414263	-0.17061326	0.42327526	0.26501945	0.22027539	-0.1068588	0.16041948	0.235688
0.013681289	-0.038245294	0.14537886	-0.039756283	0.029817065	-0.24923527	0.03817476	-0.051022742	0.0016021905	-0.24203831	0.24668686	0.25593862	0.0037164278	0.0681216	-0.004742489	-0.066813014
0.02890836	-0.042226627	0.09067788	0.0337625	-0.0008812519	-0.3666779	-0.06431329	0.03184022	-0.069699705	-0.14866967	0.33675456	0.21044147	0.100337364	0.013335245	0.008862685	0.0445316
0.17225623	-0.12000506	0.1832616	-0.07746864	0.12574276	-0.24662352	0.09396977	-0.12600957	0.12104245	-0.20116343	0.1545569	0.34645277	-0.103793606	0.1111038	-0.08024553	-0.07698654
-0.24183097	0.21880983	-0.11117265	0.22437061	-0.20913126	-0.4677966	-0.2603408	0.22534533	-0.19758236	-0.06214203	0.4219236	0.17934322	0.23043892	-0.20837992	0.18705937	0.23023829
0.07862262	-0.09684149	0.15429434	-0.009697395	0.0056071756	-0.1798242	0.069085665	-0.03971073	0.06959732	0.0074764085	0.20534155	0.10435896	0.031088399	0.09801289	-0.00807278	-0.061948128
0.07142893	-0.034066368	0.14894068	-0.069907375	0.02005721	-0.30397335	0.0053502307	-0.0535673	0.04746743	-0.16317475	0.30104685	0.30040503	0.08088954	0.043588825	-0.099844635	-0.047002155
0.04741347	0.0014636032	0.06137487	-0.028858202	0.018234586	-0.29754087	0.006259922	-0.033388115	-0.0429077	-0.1621634	0.22887638	0.2537413	0.036389727	0.05828358	-0.02425308	-0.005657252
0.15092264	-0.10989014	0.21514337	-0.14773992	0.12773266	-0.2195657	0.045459554	-0.13460146	0.092637785	-0.26841587	0.12759063	0.31164667	-0.050240606	0.21390487	-0.09758121	-0.13202728
0.041476484	-0.044333372	0.12477141	-0.030731598	-0.029285256	-0.35981256	-0.05527935	-0.028803969	0.04440793	-0.23259425	0.26795566	0.25719994	0.097729824	0.06097999	0.012366701	0.010118684
0.16578929	-0.12501658	0.16647488	-0.12740216	0.09082577	-0.071039	0.10996519	-0.1417865	0.15893474	-0.25220916	0.110491425	0.32361263	-0.11387412	0.12246703	-0.1747751	-0.16066426
0.13603334	-0.13377836	0.23534158	-0.1427938	0.1708006	-0.16223037	0.13979258	-0.10221985	0.089379355	-0.18140452	0.06368266	0.19852029	-0.04835461	0.17767744	-0.05526863	-0.14253177
0.09539777	-0.1287251	0.16406545	-0.10481983	0.12484747	-0.1770778	0.09458244	-0.1893812	0.15414898	-0.15042403	0.108308226	0.22927009	-0.062220305	0.17025296	-0.1330863	-0.16637202
0.06963545	-0.051411346	0.06905835	-0.005171101	0.055226196	-0.18453863	-0.0073407106	-0.045098707	0.04131694	-0.14191072	0.11461259	0.118664734	0.02053146	0.035120606	-0.008955849	-0.018353734
0.04689352	-0.072180845	0.16793686	-0.050200578	0.04321836	-0.20281132	-0.00030972384	-0.07518639	0.03874478	-0.26173303	0.20038222	0.3089656	-0.015481728	0.058465704	-0.07663608	-0.042119175
0.79755235	-0.876004	0.88263834	-0.78317505	0.83297855	0.6795976	0.83135194	-0.8731748	0.85306615	-0.62012756	-0.71345204	0.60043097	-0.7869342	0.83105	-0.80371034	-0.853798
0.18103412	-0.25905487	0.2781241	-0.15074062	0.19703993	-0.021257758	0.23311898	-0.27296245	0.25060916	-0.21656233	0.010163392	0.36484107	-0.1888465	0.23969862	-0.14690812	-0.23862228
0.20747145	-0.23440458	0.19580208	-0.2065591	0.20305745	0.009327749	0.11497963	-0.18773098	0.22907068	-0.24336033	0.013954135	0.25497347	-0.13194571	0.19963819	-0.22755593	-0.21202955
-0.19271089	0.16104509	-0.07643822	0.16286893	-0.23445556	-0.39817256	-0.16264947	0.16486292	-0.24406374	-0.013079123	0.44646874	0.026046986	0.26686266	-0.125852	0.17816553	0.24997878
0.16864574	-0.1245687	0.249086	-0.12657043	0.13461523	-0.109095044	0.08509777	-0.14969647	0.13776767	-0.21132572	0.113294095	0.3117758	-0.034976583	0.14444453	-0.13523912	-0.11055198
-0.12086894	0.09093345	-0.046365812	0.14029868	-0.07693535	-0.32953995	-0.17486168	0.15283284	-0.09332356	-0.06323458	0.348823	0.21948357	0.19692014	-0.10403518	0.09907289	0.17094368
0.09156088	-0.022889908	0.036903854	-0.029834816	0.054997243	-0.24881966	0.04122839	-0.05096319	0.040358543	-0.20041478	0.123080626	0.25332138	0.03564389	0.034816366	0.005055097	0.05123616
0.06931921	-0.10478316	0.17909212	-0.07779517	0.10395468	-0.20419686	0.048949797	-0.06051452	0.08737153	-0.25099677	0.0757957	0.28368142	-0.08391309	0.071746826	-0.07669045	-0.06990703
